"lake","site","laketype","date","chla_ugL_INT","NH4_mgL","pH","secchi_m","TN_mgm3","TP_mgm3","depth_m","method","TN_TP"
"Rotoiti","Okawa","Stratified",2016-04-17,14.2,0.011,7.49,3.95,338,32,"0.1","integrated",10.5625
"Okataina","1","Stratified",2016-04-17,2.5,0.005,7.52,13.82,101,15,"0.1","integrated",6.73333333333333
"Rotoehu","3","Polymictic",2016-04-18,17.3,0.015,8.07,2.25,443,41,"0.1","integrated",10.8048780487805
"Rotoiti","4","Stratified",2016-04-18,7.2,0.007,7.25,6.675,169,16,"0.1","integrated",10.5625
"Rotoiti","3","Stratified",2016-04-18,11.3,0.007,7.5,5.7,218,20,"0.1","integrated",10.9
"Rotorua","5","Polymictic",2016-04-19,27.6,0.009,6.73,2.2,361,35,"0.1","integrated",10.3142857142857
"Rotorua","2","Polymictic",2016-04-19,28.7,0.008,6.69,2,379,36,"0.1","integrated",10.5277777777778
"Tarawera","5","Stratified",2016-04-19,1.2,0.004,7.78,8.35,97,22,"0.1","integrated",4.40909090909091
"Okaro","1","Stratified",2016-04-20,4.64,0.035,7.192,4.51,455.4,19,"0.1","integrated",23.9684210526316
"Tikitapu","1","Stratified",2016-04-20,2.2,0.006,6.85,8.25,169,3,"0.1","integrated",56.3333333333333
"Okareka","1","Stratified",2016-04-20,3,0.005,7.56,7.8,178,9,"0.1","integrated",19.7777777777778
"Rerewhakaaitu","1","Polymictic",2016-04-20,8.6,0.007,7.66,5.7,339,10,"0.1","integrated",33.9
"Rotomahana","2","Stratified",2016-04-20,4.7,0.004,7.53,5.9,169,62,"0.1","integrated",2.7258064516129
"Rotoma","1","Stratified",2016-05-16,1.2,0.011,7.1,13.55,103,6,"0.1","integrated",17.1666666666667
"Okataina","1","Stratified",2016-05-16,2,0.009,7.37,10.4,91,13,"0.1","integrated",7
"Rotorua","5","Polymictic",2016-05-17,23.8,0.016,6.72,2.225,369,30,"0.1","integrated",12.3
"Rotorua","2","Polymictic",2016-05-17,25.2,0.023,6.62,2.235,354,28,"0.1","integrated",12.6428571428571
"Tikitapu","1","Stratified",2016-05-17,1.9,0.008,7.21,10.5,175,4,"0.1","integrated",43.75
"Okareka","1","Stratified",2016-05-17,3.5,0.002,7.62,7.1,164,10,"0.1","integrated",16.4
"Rotoehu","3","Polymictic",2016-05-17,13,0.012,7.74,1.95,416,37,"0.1","integrated",11.2432432432432
"Rotoiti","4","Stratified",2016-05-17,5.9,0.009,6.97,7.2,157,15,"0.1","integrated",10.4666666666667
"Rotoiti","Okawa","Stratified",2016-05-17,23.2,0.01,7.21,2.475,408,65,"0.1","integrated",6.27692307692308
"Rotoiti","3","Stratified",2016-05-17,6.4,0.012,7.25,7.1,180,15,"0.1","integrated",12
"Tarawera","5","Stratified",2016-05-17,1.4,0.007,7.74,8.2,84,20,"0.1","integrated",4.2
"Okaro","1","Stratified",2016-05-18,5.1,0.043,7.1,5,475,14,"0.1","integrated",33.9285714285714
"Rerewhakaaitu","1","Polymictic",2016-05-18,6.2,0.002,7.26,4.3,307,9,"0.1","integrated",34.1111111111111
"Rotomahana","2","Stratified",2016-05-18,6.6,0.002,7.24,4.75,161,55,"0.1","integrated",2.92727272727273
"Rotoma","1","Stratified",2016-06-13,1.6,0.003,7.18,14.4,111,7,"0.1","integrated",15.8571428571429
"Rotoiti","Okawa","Stratified",2016-06-13,15.1,0.003,7.19,2.325,363,57,"0.1","integrated",6.36842105263158
"Okataina","1","Stratified",2016-06-13,2.5,0.001,7.28,11.38,88,12,"0.1","integrated",7.33333333333333
"Rotorua","5","Polymictic",2016-06-14,17.5,0.005,6.87,2.5,385,24,"0.1","integrated",16.0416666666667
"Rotorua","2","Polymictic",2016-06-14,18.5,0.004,6.55,2.25,319,22,"0.1","integrated",14.5
"Okareka","1","Stratified",2016-06-14,3,0.003,7.48,5.85,568,10,"0.1","integrated",56.8
"Rotoehu","3","Polymictic",2016-06-14,13.7,0.012,7.91,2.375,398,33,"0.1","integrated",12.0606060606061
"Rotoiti","4","Stratified",2016-06-14,6.1,0.002,6.81,5.3,180,25,"0.1","integrated",7.2
"Rotoiti","3","Stratified",2016-06-14,8,0.001,7.22,4.7,189,23,"0.1","integrated",8.21739130434783
"Tarawera","5","Stratified",2016-06-14,1.3,0,7.56,10,83,21,"0.1","integrated",3.95238095238095
"Tikitapu","1","Stratified",2016-06-15,1.7,0.002,6.83,8.5,169,4,"0.1","integrated",42.25
"Rerewhakaaitu","1","Polymictic",2016-06-15,3.7,0.003,7.5,8.6,303,7,"0.1","integrated",43.2857142857143
"Rotomahana","2","Stratified",2016-06-15,1.7,-0.001,6.66,8.4,211,50,"0.1","integrated",4.22
"Rotoma","1","Stratified",2016-07-18,1.2,0.004,7.4,14.4,91,6,"0.1","integrated",15.1666666666667
"Rotoiti","Okawa","Stratified",2016-07-18,9.6,0.003,7.17,2.3,341,25,"0.1","integrated",13.64
"Okataina","1","Stratified",2016-07-18,2.6,0.001,7.07,9.5,83,15,"0.1","integrated",5.53333333333333
"Rotorua","5","Polymictic",2016-07-19,9.9,0.012,6.76,2.4,292,18,"0.1","integrated",16.2222222222222
"Rotorua","2","Polymictic",2016-07-19,12.7,0.01,5.33,2.15,309,19,"0.1","integrated",16.2631578947368
"Rotoehu","3","Polymictic",2016-07-19,9.5,0.003,7.92,2.8,309,27,"0.1","integrated",11.4444444444444
"Rotoiti","4","Stratified",2016-07-19,11.6,0.008,7.03,5,171,39,"0.1","integrated",4.38461538461539
"Rotoiti","3","Stratified",2016-07-19,11.1,0.001,7.22,4.7,197,38,"0.1","integrated",5.18421052631579
"Tarawera","5","Stratified",2016-07-19,3.3,0.003,7.3,9.2,104,47,"0.1","integrated",2.21276595744681
"Okaro","1","Stratified",2016-07-20,13.8,0.198,7.32,2.6,890,60,"0.1","integrated",14.8333333333333
"Tikitapu","1","Stratified",2016-07-20,2.7,0.002,7.21,8.6,159,6,"0.1","integrated",26.5
"Okareka","1","Stratified",2016-07-20,5.2,0.013,7.52,4.3,192,16,"0.1","integrated",12
"Rerewhakaaitu","1","Polymictic",2016-07-20,3.6,0,7.34,7.7,284,8,"0.1","integrated",35.5
"Rotomahana","2","Stratified",2016-07-20,3,0,6.71,7.7,194,61,"0.1","integrated",3.18032786885246
"Rotoma","1","Stratified",2016-08-15,1.2,0.005,6.44,11.95,111,7,"0.1","integrated",15.8571428571429
"Okataina","1","Stratified",2016-08-15,6.9,0.002,6.95,7.8,78,12,"0.1","integrated",6.5
"Rotorua","5","Polymictic",2016-08-16,5.9,0.007,6.98,3.05,270,15,"0.1","integrated",18
"Rotorua","2","Polymictic",2016-08-16,3.4,0.014,7.11,3.25,287,15,"0.1","integrated",19.1333333333333
"Okareka","1","Stratified",2016-08-16,8.4,0.003,7.77,5.25,218,16,"0.1","integrated",13.625
"Rotoehu","3","Polymictic",2016-08-16,2.6,0.004,7.69,2.6,294,24,"0.1","integrated",12.25
"Rotoiti","4","Stratified",2016-08-16,6.9,0.003,7.26,5.55,139,27,"0.1","integrated",5.14814814814815
"Rotoiti","Okawa","Stratified",2016-08-16,4.3,0.004,7.46,2.4,311,43,"0.1","integrated",7.23255813953488
"Rotoiti","3","Stratified",2016-08-16,3.7,0.003,7.35,5.3,148,25,"0.1","integrated",5.92
"Tarawera","5","Stratified",2016-08-16,1.1,0.002,7.69,9.05,86,32,"0.1","integrated",2.6875
"Tikitapu","1","Stratified",2016-08-17,2,0.002,7.39,8.3,175,5,"0.1","integrated",35
"Rerewhakaaitu","1","Polymictic",2016-08-17,2.6,0.004,7.61,8.55,275,8,"0.1","integrated",34.375
"Rotomahana","2","Stratified",2016-08-17,2.5,0.041,6.98,6.3,189,47,"0.1","integrated",4.02127659574468
"Okaro","1","Stratified",2016-09-07,40.24,0.1624,7.732,2.36,1184,27,"0.1","integrated",43.8518518518519
"Okaro","1","Stratified",2016-09-11,66.68,0.1268,8.144,2.12,1478,40,"0.1","integrated",36.95
"Okaro","1","Stratified",2016-09-12,93.12,0.0912,8.556,1.88,1772,51,"0.1","integrated",34.7450980392157
"Okaro","1","Stratified",2016-09-18,119.56,0.0556,8.968,1.64,2066,31,"0.1","integrated",66.6451612903226
"Rotoma","1","Stratified",2016-09-18,1.3,0.005,7.48,13.3,105,8,"0.1","integrated",13.125
"Okataina","1","Stratified",2016-09-18,2.5,0,7.39,7.75,97,13,"0.1","integrated",7.46153846153846
"Rotoehu","3","Polymictic",2016-09-19,5.8,0.02,7.54,2.95,700,27,"0.1","integrated",25.9259259259259
"Rotoiti","4","Stratified",2016-09-19,2.5,0.001,7.28,6.95,151,28,"0.1","integrated",5.39285714285714
"Rotoiti","Okawa","Stratified",2016-09-19,7.3,0.002,7.34,2.95,297,44,"0.1","integrated",6.75
"Rotoiti","3","Stratified",2016-09-19,3.9,0.018,6.87,4.8,257,30,"0.1","integrated",8.56666666666667
"Rotorua","5","Polymictic",2016-09-20,4.5,0.022,6.65,3.55,459,16,"0.1","integrated",28.6875
"Rotorua","2","Polymictic",2016-09-20,4.5,0.026,6.39,3.85,442,15,"0.1","integrated",29.4666666666667
"Tikitapu","1","Stratified",2016-09-20,1,0.006,7.22,10.3,189,4,"0.1","integrated",47.25
"Okareka","1","Stratified",2016-09-20,4.3,0.005,7.59,7.15,295,16,"0.1","integrated",18.4375
"Tarawera","5","Stratified",2016-09-20,1,0.003,7.75,10.45,71,26,"0.1","integrated",2.73076923076923
"Okaro","1","Stratified",2016-09-21,146,0.02,9.38,1.4,2360,203,"0.1","integrated",11.6256157635468
"Rerewhakaaitu","1","Polymictic",2016-09-21,3.8,0.005,7.55,6.4,312,10,"0.1","integrated",31.2
"Rotomahana","2","Stratified",2016-09-21,7.3,0.002,7.23,3.8,160,51,"0.1","integrated",3.13725490196078
"Rotoma","1","Stratified",2016-10-17,0.9,0.002,7.42,14.2,95,5,"0.1","integrated",19
"Rotoiti","Okawa","Stratified",2016-10-17,4.7,0.003,7.29,3.1,249,35,"0.1","integrated",7.11428571428571
"Rotoiti","3","Stratified",2016-10-17,3,0.016,7.13,5.2,162,28,"0.1","integrated",5.78571428571429
"Okataina","1","Stratified",2016-10-17,0.9,0.002,7.02,10.55,73,10,"0.1","integrated",7.3
"Rotorua","5","Polymictic",2016-10-18,4.4,0.045,6.9,3.5,343,20,"0.1","integrated",17.15
"Rotorua","2","Polymictic",2016-10-18,5,0.054,6.61,3.65,322,16,"0.1","integrated",20.125
"Tikitapu","1","Stratified",2016-10-18,0.8,0.006,7.14,10.55,158,3,"0.1","integrated",52.6666666666667
"Okareka","1","Stratified",2016-10-18,4.1,0.005,7.77,5.1,174,9,"0.1","integrated",19.3333333333333
"Rotoehu","3","Polymictic",2016-10-18,6.6,0.004,7.72,2.7,258,20,"0.1","integrated",12.9
"Rotoiti","4","Stratified",2016-10-18,1.9,0.004,7.12,6.5,152,26,"0.1","integrated",5.84615384615385
"Tarawera","5","Stratified",2016-10-18,0.6,0.003,7.73,8.8,73,25,"0.1","integrated",2.92
"Rerewhakaaitu","1","Polymictic",2016-10-19,2.6,0.006,7.61,5.2,290,8,"0.1","integrated",36.25
"Rotomahana","2","Stratified",2016-10-19,3.3,0.004,7.53,3.55,165,50,"0.1","integrated",3.3
"Rotoma","1","Stratified",2016-11-14,0.5,0.002,8.5,13.2,102,8,"0.1","integrated",12.75
"Rotoehu","3","Polymictic",2016-11-14,6.1,0.005,7.63,2.55,317,25,"0.1","integrated",12.68
"Rotoiti","4","Stratified",2016-11-14,2.1,0.003,7.2,6.7,171,43,"0.1","integrated",3.97674418604651
"Rotoiti","Okawa","Stratified",2016-11-14,5.3,0.002,7.28,3.1,252,33,"0.1","integrated",7.63636363636364
"Rotoiti","3","Stratified",2016-11-14,2.8,0.004,7.36,6.3,173,26,"0.1","integrated",6.65384615384615
"Okataina","1","Stratified",2016-11-14,0.6,0.003,7.68,12.8,74,10,"0.1","integrated",7.4
"Rotorua","5","Polymictic",2016-11-15,11.8,0.005,6.34,3.15,266,15,"0.1","integrated",17.7333333333333
"Rotorua","2","Polymictic",2016-11-15,7.2,0.007,6.32,3.4,261,14,"0.1","integrated",18.6428571428571
"Tikitapu","1","Stratified",2016-11-15,0.7,0.002,7.24,10.2,168,5,"0.1","integrated",33.6
"Okareka","1","Stratified",2016-11-15,3,0.003,7.7,6.8,193,10,"0.1","integrated",19.3
"Tarawera","5","Stratified",2016-11-15,0.8,0,7.71,9.4,85,22,"0.1","integrated",3.86363636363636
"Okaro","1","Stratified",2016-11-16,7.9,0.009,8.71,4,426,24,"0.1","integrated",17.75
"Rerewhakaaitu","1","Polymictic",2016-11-16,1.9,0.006,7.32,7.2,291,7,"0.1","integrated",41.5714285714286
"Rotomahana","2","Stratified",2016-11-16,2.6,0.003,7.45,4.425,177,50,"0.1","integrated",3.54
"Rerewhakaaitu","1","Polymictic",2016-12-08,3.8,0.002,7.64,6.8,312,10,"0.1","integrated",31.2
"Rotomahana","2","Stratified",2016-12-08,3.3,-0.002,7.87,6.4,186,66,"0.1","integrated",2.81818181818182
"Rotoma","1","Stratified",2016-12-11,0.6,0.004,7.49,13,101,7,"0.1","integrated",14.4285714285714
"Rotoiti","Okawa","Stratified",2016-12-11,5.5,0.016,7.43,2.6,392,49,"0.1","integrated",8
"Rotoiti","3","Stratified",2016-12-11,9.3,0.001,7.38,5.8,208,29,"0.1","integrated",7.17241379310345
"Okataina","1","Stratified",2016-12-11,1.6,0.002,7.61,12.5,90,14,"0.1","integrated",6.42857142857143
"Rotorua","5","Polymictic",2016-12-12,9.6,0.027,6.86,4.3,285,14,"0.1","integrated",20.3571428571429
"Rotorua","2","Polymictic",2016-12-12,10.1,0.009,6.69,3.5,272,14,"0.1","integrated",19.4285714285714
"Tikitapu","1","Stratified",2016-12-12,0.4,0.004,7.51,11,165,3,"0.1","integrated",55
"Okareka","1","Stratified",2016-12-12,2.6,0.002,7.93,7.6,202,10,"0.1","integrated",20.2
"Rotoehu","3","Polymictic",2016-12-12,10.9,0.015,7.84,2.45,382,34,"0.1","integrated",11.2352941176471
"Rotoiti","4","Stratified",2016-12-12,2.9,0.002,7.38,7.7,172,20,"0.1","integrated",8.6
"Tarawera","5","Stratified",2016-12-12,1.6,0.001,8.14,8,115,25,"0.1","integrated",4.6
"Rotoma","1","Stratified",2017-01-16,0.4,0.004,7.22,16.7,133,8,"0.1","integrated",16.625
"Rotoiti","Okawa","Stratified",2017-01-16,7.2,0.004,7.25,1.85,299,41,"0.1","integrated",7.29268292682927
"Okataina","1","Stratified",2017-01-16,1.2,0.002,7.87,12.15,89,14,"0.1","integrated",6.35714285714286
"Rotorua","5","Polymictic",2017-01-17,10.1,0.007,6.88,1.9,279,19,"0.1","integrated",14.6842105263158
"Rotorua","2","Polymictic",2017-01-17,10.2,0.01,6.69,2.1,296,20,"0.1","integrated",14.8
"Okareka","1","Stratified",2017-01-17,1.3,0.003,7.98,5.5,189,11,"0.1","integrated",17.1818181818182
"Rotoehu","3","Polymictic",2017-01-17,14.6,0.004,8.55,1.2,526,44,"0.1","integrated",11.9545454545455
"Rotoiti","4","Stratified",2017-01-17,2.6,0.003,7.1,6.6,172,18,"0.1","integrated",9.55555555555556
"Rotoiti","3","Stratified",2017-01-17,3.9,0.003,7.42,3.45,206,25,"0.1","integrated",8.24
"Tarawera","5","Stratified",2017-01-17,1.2,0,7.94,7.6,112,26,"0.1","integrated",4.30769230769231
"Okaro","1","Stratified",2017-01-18,11.5,0.006,9.08,1.7,814,29,"0.1","integrated",28.0689655172414
"Tikitapu","1","Stratified",2017-01-18,0.6,0.006,7.18,10.3,173,3,"0.1","integrated",57.6666666666667
"Rerewhakaaitu","1","Polymictic",2017-01-18,3.3,0.004,7.5,6.3,366,12,"0.1","integrated",30.5
"Rotomahana","2","Stratified",2017-01-18,6.8,0.002,7.95,3.5,268,54,"0.1","integrated",4.96296296296296
"Rotoma","1","Stratified",2017-02-13,0.7,0.001,7.18,13.6,109,6,"0.1","integrated",18.1666666666667
"Rotoiti","4","Stratified",2017-02-13,7.1,0.001,6.89,6.9,210,20,"0.1","integrated",10.5
"Rotoiti","Okawa","Stratified",2017-02-13,14.8,0,7.48,2.4,401,50,"0.1","integrated",8.02
"Rotoiti","3","Stratified",2017-02-13,11.8,0.001,7.55,4.45,230,24,"0.1","integrated",9.58333333333333
"Okataina","1","Stratified",2017-02-13,1.4,0,7.57,12.9,109,11,"0.1","integrated",9.90909090909091
"Rotorua","5","Polymictic",2017-02-14,5.5,0.006,6.7,4.2,896,12,"0.1","integrated",74.6666666666667
"Rotorua","2","Polymictic",2017-02-14,5.1,0.004,7.31,4.25,255,14,"0.1","integrated",18.2142857142857
"Tikitapu","1","Stratified",2017-02-14,0.8,0.003,7.38,12.6,239,3,"0.1","integrated",79.6666666666667
"Okareka","1","Stratified",2017-02-14,2.1,0.004,7.96,6.5,398,10,"0.1","integrated",39.8
"Rotoehu","3","Polymictic",2017-02-14,26.3,0.001,7.77,1.4,676,41,"0.1","integrated",16.4878048780488
"Tarawera","5","Stratified",2017-02-14,1.9,0,8.31,8.4,146,20,"0.1","integrated",7.3
"Rerewhakaaitu","1","Polymictic",2017-02-15,7.5,0.004,7.54,6.2,319,10,"0.1","integrated",31.9
"Rotomahana","2","Stratified",2017-02-15,3.4,-0.001,7.83,3.9,214,64,"0.1","integrated",3.34375
"Rotoma","1","Stratified",2017-03-13,0.9,0.001,7.16,15.8,94,5,"0.1","integrated",18.8
"Rotoiti","Okawa","Stratified",2017-03-13,16.9,0.002,7.6,2.2,390,62,"0.1","integrated",6.29032258064516
"Rotoiti","3","Stratified",2017-03-13,9.5,0.001,7.62,4.35,231,23,"0.1","integrated",10.0434782608696
"Okataina","1","Stratified",2017-03-13,2.4,0.001,7.6,12.5,93,12,"0.1","integrated",7.75
"Rotorua","5","Polymictic",2017-03-14,9.8,0.072,7.1,3.8,332,17,"0.1","integrated",19.5294117647059
"Rotorua","2","Polymictic",2017-03-14,8.7,0.084,6.8,4.125,346,18,"0.1","integrated",19.2222222222222
"Okareka","1","Stratified",2017-03-14,3.2,0.003,7.5,7,184,10,"0.1","integrated",18.4
"Rotoehu","3","Polymictic",2017-03-14,44.2,0.097,8.03,1.8,815,75,"0.1","integrated",10.8666666666667
"Rotoiti","4","Stratified",2017-03-14,5.6,0.001,7.28,6.6,166,15,"0.1","integrated",11.0666666666667
"Tarawera","5","Stratified",2017-03-14,1.9,0.001,7.68,7.1,116,19,"0.1","integrated",6.10526315789474
"Okaro","1","Stratified",2017-03-15,6.1,0.001,7.4,4.3,454,22,"0.1","integrated",20.6363636363636
"Tikitapu","1","Stratified",2017-03-15,1.4,0,7.53,10.55,160,3,"0.1","integrated",53.3333333333333
"Rerewhakaaitu","1","Polymictic",2017-03-15,4.9,0.003,7.33,4.4,342,9,"0.1","integrated",38
"Rotomahana","2","Stratified",2017-03-15,4.2,-0.002,7.77,5.4,189,49,"0.1","integrated",3.85714285714286
"Rotoma","1","Stratified",2017-04-17,1,0.004,7.3,13,99,6,"0.1","integrated",16.5
"Okataina","1","Stratified",2017-04-17,1.9,0.001,7.5,10.5,89,15,"0.1","integrated",5.93333333333333
"Rotorua","5","Polymictic",2017-04-18,7.5,0.041,6.79,4.45,303,18,"0.1","integrated",16.8333333333333
"Rotorua","2","Polymictic",2017-04-18,7.8,0.046,6.73,4,304,16,"0.1","integrated",19
"Okareka","1","Stratified",2017-04-18,3.9,0.002,7.64,8,161,13,"0.1","integrated",12.3846153846154
"Rotoehu","3","Polymictic",2017-04-18,9.2,0.13,7.73,2.6,430,32,"0.1","integrated",13.4375
"Rotoiti","4","Stratified",2017-04-18,3.9,0.002,7.32,7.15,146,16,"0.1","integrated",9.125
"Rotoiti","Okawa","Stratified",2017-04-18,10.8,0.001,7.27,2.35,293,40,"0.1","integrated",7.325
"Rotoiti","3","Stratified",2017-04-18,6.3,0.013,7.35,5.4,182,15,"0.1","integrated",12.1333333333333
"Tarawera","5","Stratified",2017-04-18,1.4,0.004,7.77,8.5,89,22,"0.1","integrated",4.04545454545455
"Tikitapu","1","Stratified",2017-04-19,2.4,0.001,7.19,7.35,156,4,"0.1","integrated",39
"Rerewhakaaitu","1","Polymictic",2017-04-19,4.8,0.003,7.31,6.25,273,10,"0.1","integrated",27.3
"Rotomahana","2","Stratified",2017-04-19,6.9,0.002,7.59,4.3,169,69,"0.1","integrated",2.44927536231884
"Rotoma","1","Stratified",2017-05-15,0.9,0.004,6.52,14.6,103,6,"0.1","integrated",17.1666666666667
"Rotoiti","Okawa","Stratified",2017-05-15,4.1,0,6.95,3.6,232,26,"0.1","integrated",8.92307692307692
"Rotoiti","3","Stratified",2017-05-15,4.8,0.003,7.19,4.75,129,12,"0.1","integrated",10.75
"Okataina","1","Stratified",2017-05-15,1.8,0.002,6.87,9.8,79,10,"0.1","integrated",7.9
"Rotoehu","3","Polymictic",2017-05-16,7.3,0.093,7.07,3,500,34,"0.1","integrated",14.7058823529412
"Rotoiti","4","Stratified",2017-05-16,5.5,0.003,7.21,4.8,130,16,"0.1","integrated",8.125
"Rotorua","5","Polymictic",2017-05-21,10.3,0.021,7.23,3.25,334,16,"0.1","integrated",20.875
"Rotorua","2","Polymictic",2017-05-21,9.5,0.027,8.68,3.1,311,16,"0.1","integrated",19.4375
"Tikitapu","1","Stratified",2017-05-21,2.4,0.001,6.68,6,171,4,"0.1","integrated",42.75
"Okareka","1","Stratified",2017-05-21,4.1,0.002,7.54,8.85,168,11,"0.1","integrated",15.2727272727273
"Tarawera","5","Stratified",2017-05-21,1.5,0.002,7.28,9.3,101,17,"0.1","integrated",5.94117647058824
"Okaro","1","Stratified",2017-05-22,4.5,0.287,6.98,4.1,606,56,"0.1","integrated",10.8214285714286
"Rerewhakaaitu","1","Polymictic",2017-05-22,3.3,0.004,7.08,6.85,247,7,"0.1","integrated",35.2857142857143
"Rotomahana","2","Stratified",2017-05-22,3.2,0,6.53,7.3,154,44,"0.1","integrated",3.5
"Rotoma","1","Stratified",2017-06-19,1,-0.001,7.42,13.15,105,7,"0.1","integrated",15
"Rotoiti","4","Stratified",2017-06-19,5.1,0.019,6.93,4.6,190,40,"0.1","integrated",4.75
"Rotoiti","Okawa","Stratified",2017-06-19,7.7,0.009,7.1,3,299,30,"0.1","integrated",9.96666666666667
"Rotoiti","3","Stratified",2017-06-19,7.1,0.014,6.99,4.4,208,42,"0.1","integrated",4.95238095238095
"Okataina","1","Stratified",2017-06-19,2.6,0.001,7.04,10.6,97,14,"0.1","integrated",6.92857142857143
"Rotorua","5","Polymictic",2017-06-20,7.6,0.023,6.43,4.3,883,12,"0.1","integrated",73.5833333333333
"Rotorua","2","Polymictic",2017-06-20,9.3,0.024,6.14,4.1,643,14,"0.1","integrated",45.9285714285714
"Tikitapu","1","Stratified",2017-06-20,2.9,0.001,7.04,7.6,181,4,"0.1","integrated",45.25
"Okareka","1","Stratified",2017-06-20,6.8,0,7.39,9.85,283,12,"0.1","integrated",23.5833333333333
"Rotoehu","3","Polymictic",2017-06-20,9,0.029,7.44,3.25,490,33,"0.1","integrated",14.8484848484848
"Tarawera","5","Stratified",2017-06-20,2.1,-0.001,7.6,9.75,100,22,"0.1","integrated",4.54545454545455
"Rerewhakaaitu","1","Polymictic",2017-06-21,5.1,0.008,7.28,5.7,364,9,"0.1","integrated",40.4444444444444
"Rotomahana","2","Stratified",2017-06-21,4,0.002,6.65,7.2,224,53,"0.1","integrated",4.22641509433962
"Rotoma","1","Stratified",2017-07-17,0.7,0.006,7.11,14.4,97,8,"0.1","integrated",12.125
"Rotoiti","4","Stratified",2017-07-17,7.9,0,7.15,4.15,144,34,"0.1","integrated",4.23529411764706
"Okataina","1","Stratified",2017-07-17,3.3,0,7.18,9.35,77,16,"0.1","integrated",4.8125
"Rotorua","5","Polymictic",2017-07-18,8.4,0.008,6.74,4.7,313,14,"0.1","integrated",22.3571428571429
"Rotorua","2","Polymictic",2017-07-18,8.2,0.014,6.83,4.1,337,17,"0.1","integrated",19.8235294117647
"Rotoehu","3","Polymictic",2017-07-18,9.7,0.017,7.34,3.9,421,32,"0.1","integrated",13.15625
"Rotoiti","Okawa","Stratified",2017-07-18,4.3,0.002,7.14,2.6,205,29,"0.1","integrated",7.06896551724138
"Rotoiti","3","Stratified",2017-07-18,6.3,0.001,7,3.45,157,32,"0.1","integrated",4.90625
"Tarawera","5","Stratified",2017-07-18,3,0.002,7.51,11,73,6,"0.1","integrated",12.1666666666667
"Okaro","1","Stratified",2017-07-19,23.5,0.208,7.45,2.2,826,78,"0.1","integrated",10.5897435897436
"Tikitapu","1","Stratified",2017-07-19,3.3,0.001,7.29,8.35,146,5,"0.1","integrated",29.2
"Okareka","1","Stratified",2017-07-19,11.1,0.001,7.58,5.2,179,17,"0.1","integrated",10.5294117647059
"Rerewhakaaitu","1","Polymictic",2017-07-19,3.5,0.004,7.36,6.2,303,9,"0.1","integrated",33.6666666666667
"Rotomahana","2","Stratified",2017-07-19,4.8,-0.001,6.97,7.1,182,59,"0.1","integrated",3.08474576271186
"Rotoma","1","Stratified",2017-08-14,2.7,0.002,7.07,12.25,92,7,"0.1","integrated",13.1428571428571
"Rotoiti","Okawa","Stratified",2017-08-14,13.2,0,7.4,2.2,265,32,"0.1","integrated",8.28125
"Rotoiti","3","Stratified",2017-08-14,10,0,7.41,4,158,24,"0.1","integrated",6.58333333333333
"Okataina","1","Stratified",2017-08-14,7.4,-0.002,7.25,6.9,82,15,"0.1","integrated",5.46666666666667
"Rotorua","5","Polymictic",2017-08-15,15.8,0.005,6.8,3.6,350,14,"0.1","integrated",25
"Rotorua","2","Polymictic",2017-08-15,14.5,0.005,6.69,2.4,377,16,"0.1","integrated",23.5625
"Tikitapu","1","Stratified",2017-08-15,5.6,-0.001,7.32,7.5,165,5,"0.1","integrated",33
